lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
122,1,85.5,6,30,4,1,0,3,0,1
7,1,132.33,6,29,4,3,0,3,0,1
24,2,124.0,9,18,4,2,1,0,0,1
63,1,133.0,12,30,4,2,0,0,3,1
16,1,106.0,2,26,4,2,1,0,3,0
80,1,55.63,3,31,4,3,2,3,0,1
19,1,104.0,12,5,4,2,1,0,0,1
24,0,206.0,12,30,4,1,0,0,5,1
264,1,95.4,7,4,4,2,1,0,0,0
34,0,126.9,5,11,4,1,0,0,0,0
20,2,93.0,2,7,4,1,2,0,0,1
163,0,116.1,9,7,4,2,0,3,0,0
53,0,79.2,12,15,4,3,0,3,0,1
16,2,111.35,5,29,4,2,2,0,3,1
62,1,118.8,7,24,4,2,2,0,3,1
4,0,65.0,11,9,2,0,1,0,0,1
0,1,65.0,3,14,2,0,1,0,0,1
78,0,97.33,4,5,4,4,0,0,3,0
30,1,88.56,7,14,3,3,1,3,0,1
35,1,89.3,2,11,4,3,0,0,3,1
43,1,110.2,12,4,4,1,2,0,3,1
127,1,63.75,8,16,3,1,2,0,0,0
261,0,67.5,12,10,4,1,0,3,0,0
53,2,123.3,9,3,4,1,1,0,3,1
64,0,83.48,3,6,4,2,2,0,0,1
29,1,136.32,5,19,4,3,2,0,3,1
86,0,75.0,12,15,3,2,0,0,0,1
102,3,156.0,7,10,4,4,2,1,3,1
27,1,68.07,11,23,4,4,0,0,0,1
103,1,113.05,12,27,3,3,0,0,4,1
62,0,75.0,9,21,3,1,0,1,0,1
34,0,67.5,2,9,4,4,0,3,0,0
109,1,88.01,5,2,4,2,1,0,3,1
39,1,156.6,10,16,4,2,0,3,5,1
0,1,155.0,10,13,4,1,0,0,3,1
12,0,68.0,11,2,3,5,1,0,0,1
40,1,83.9,3,5,4,2,2,0,0,1
6,0,129.0,5,10,4,4,0,3,0,0
6,1,108.0,12,12,4,0,1,0,0,1
64,2,88.4,11,21,4,4,1,0,0,1
40,1,82.1,3,7,4,2,1,3,0,1
49,1,145.61,12,28,4,4,1,1,0,1
2,1,110.6,2,26,4,3,2,0,3,1
104,0,141.3,7,18,4,4,1,0,3,0
17,2,130.0,11,3,4,2,0,0,3,1
148,0,82.45,7,23,3,3,2,0,3,1
0,1,89.89,12,5,4,3,1,0,0,1
48,2,154.98,9,26,4,4,1,0,3,1
40,0,38.67,12,26,3,1,2,0,0,1
158,2,83.5,10,30,4,2,2,0,1,0
134,0,109.8,8,25,4,3,0,0,3,0
8,1,200.2,9,30,4,1,0,0,5,1
21,0,104.05,3,1,4,2,0,0,0,1
46,1,134.1,6,29,4,2,0,0,0,1
153,0,119.28,7,5,4,5,1,0,3,0
2,0,0.0,8,19,1,2,0,0,0,1
26,2,294.0,10,1,4,2,2,1,5,1
132,1,105.37,7,22,4,4,2,0,0,1
35,1,76.5,3,16,4,2,0,0,0,1
31,0,103.5,4,15,4,2,0,3,0,0
20,0,67.0,12,4,2,0,2,0,0,1
156,0,121.5,8,23,4,2,0,0,0,0
1,0,99.3,8,26,3,3,0,0,0,1
12,2,146.0,6,14,4,4,0,0,3,1
0,0,120.0,10,18,2,5,1,0,0,1
178,2,162.9,10,28,4,3,2,0,5,0
40,2,145.2,10,14,4,2,1,0,3,1
28,0,219.0,10,16,4,1,2,0,5,0
5,1,99.0,4,11,3,1,1,3,0,1
163,1,91.63,10,8,4,1,1,3,0,1
146,1,106.2,6,3,4,2,0,0,0,1
9,1,116.27,8,14,4,1,2,0,0,1
84,1,117.9,8,15,4,0,1,0,0,1
230,0,158.95,8,25,4,3,1,0,5,0
39,1,142.8,3,24,4,3,0,0,0,1
144,1,92.55,5,25,4,4,1,0,3,1
12,1,147.2,9,14,4,4,1,0,3,1
16,1,88.8,3,3,4,3,1,0,3,1
15,0,140.0,12,27,3,5,1,0,4,1
0,1,0.0,9,20,1,3,2,0,0,1
28,1,70.04,2,26,4,2,1,0,0,1
1,1,88.0,6,13,4,0,1,3,0,1
16,0,0.0,2,24,4,0,0,0,0,1
32,1,140.7,4,13,4,3,0,0,3,1
0,0,97.0,8,25,4,1,0,3,0,1
76,0,49.07,11,8,3,1,2,0,0,1
93,1,68.0,12,10,3,1,1,0,0,1
38,1,116.65,10,11,4,3,0,0,3,1
26,1,56.25,9,15,3,6,2,0,0,1
57,1,78.3,3,12,4,1,2,0,0,1
65,0,214.83,6,10,4,7,3,0,5,0
3,1,110.5,12,24,4,2,2,0,4,1
33,1,126.9,6,15,4,3,0,0,0,1
90,0,105.3,7,13,4,1,0,0,0,0
46,1,102.6,12,10,4,1,0,0,0,1
125,1,114.3,7,9,4,1,2,0,0,1
77,0,136.0,9,25,3,2,1,0,0,1
34,0,162.45,3,18,4,2,0,0,5,0
72,2,119.0,12,20,4,4,0,0,3,1
11,0,189.0,3,18,4,2,0,0,5,0
1,0,149.0,7,7,4,1,0,3,0,0
1,0,140.0,10,22,4,1,0,0,0,1
41,0,142.2,6,17,4,2,0,0,3,0
0,0,65.0,10,7,2,1,0,0,0,1
68,0,86.4,11,25,4,2,0,0,0,1
37,1,134.1,6,17,3,2,0,1,4,1
4,1,72.75,11,29,4,0,2,3,0,1
85,1,114.4,3,30,3,3,0,0,0,1
23,0,105.0,9,4,4,1,0,0,0,1
8,1,78.0,12,17,4,1,0,3,0,1
40,0,89.4,5,21,4,1,0,3,0,0
2,0,0.0,1,27,1,1,0,0,0,1
13,0,75.0,11,21,3,0,1,0,0,1
20,0,122.6,7,28,4,2,0,0,0,1
64,1,126.0,11,1,4,4,0,0,3,1
33,0,140.4,4,29,4,3,2,0,3,1
17,1,61.88,2,13,4,2,2,0,0,1
190,1,93.5,9,8,4,5,2,0,0,1
96,1,162.9,10,28,4,2,1,0,5,0
4,1,80.0,1,20,4,1,0,0,0,1
54,1,105.0,4,5,3,3,0,0,0,1
19,0,158.2,4,9,4,3,2,0,3,0
51,1,123.3,8,28,4,3,2,0,3,0
28,0,89.0,4,17,4,0,2,3,0,0
4,0,145.25,6,10,4,4,2,0,3,0
3,1,100.5,11,19,4,1,1,3,0,1
56,0,185.0,9,25,3,2,1,0,0,1
6,0,65.0,12,2,2,1,0,0,0,1
117,0,105.26,6,9,4,3,2,3,0,1
95,0,90.95,5,16,3,1,1,0,3,1
117,0,110.0,6,5,3,3,2,0,0,1
3,0,66.0,2,25,2,1,0,0,0,1
109,0,104.4,10,28,4,2,0,0,3,0
268,0,78.0,4,8,4,3,2,0,0,0
4,1,111.2,9,22,3,3,0,0,0,1
4,1,88.0,8,12,4,2,0,0,0,0
15,1,175.0,8,14,4,0,1,0,3,1
68,1,75.65,4,1,4,2,2,3,0,0
123,0,120.34,10,21,4,5,2,0,3,1
35,0,108.4,9,27,4,3,0,0,0,1
0,0,65.0,11,23,2,0,1,0,0,1
136,0,198.9,5,26,4,3,0,0,5,0
18,0,138.0,5,7,4,3,2,0,3,0
9,1,153.0,8,17,4,2,1,0,5,0
14,1,87.0,11,4,4,1,0,0,0,0
55,1,58.94,1,25,4,3,1,0,0,1
32,1,94.5,10,4,4,3,2,0,0,0
3,0,123.0,10,19,2,2,1,0,0,0
202,2,96.3,10,20,4,3,0,0,0,0
54,1,208.41,8,24,4,5,2,1,3,0
133,1,81.25,7,13,3,4,0,0,0,1
3,0,110.21,5,2,3,2,1,0,0,1
23,0,79.0,1,2,3,1,2,1,0,1
86,0,93.6,11,13,4,0,1,0,0,0
56,0,97.2,11,11,4,2,0,0,0,1
57,1,64.37,11,11,4,2,1,3,0,1
77,2,79.2,12,6,4,2,0,3,0,1
35,0,63.0,3,25,3,2,2,0,0,0
7,0,65.0,12,10,2,1,0,0,0,1
190,0,83.79,6,9,4,8,2,0,0,0
5,0,95.0,6,20,2,0,1,0,0,1
11,0,145.0,7,10,4,2,2,0,0,0
91,1,95.0,9,26,3,3,1,0,0,1
47,0,119.52,9,18,4,2,2,0,3,1
144,0,97.75,7,6,4,4,0,3,0,0
82,0,115.0,6,8,3,5,2,0,0,1
170,1,95.2,7,18,4,3,1,0,0,0
88,0,71.0,10,7,2,2,0,0,0,1
0,1,0.0,12,7,1,0,1,0,0,1
88,0,105.0,5,9,3,4,1,1,0,1
139,0,151.2,10,8,4,1,2,0,3,0
71,1,63.49,2,15,4,4,1,0,3,1
24,0,229.6,10,6,4,2,0,1,4,0
39,0,138.7,9,25,4,0,1,0,0,1
0,0,95.0,2,14,4,0,1,0,0,1
1,0,100.8,10,14,3,2,0,0,0,1
65,1,135.9,9,22,4,1,0,0,0,1
16,1,129.0,10,5,3,1,0,0,0,1
28,2,147.67,10,4,4,3,0,0,0,1
80,0,107.1,6,26,4,3,2,0,0,1
39,2,94.5,9,13,4,2,2,0,0,1
2,0,77.0,11,23,2,3,0,0,0,0
181,1,94.5,8,16,4,3,0,3,0,0
60,2,93.6,12,16,4,2,1,0,0,1
125,0,116.1,6,9,4,1,0,3,0,1
9,0,65.0,11,23,2,2,0,0,0,1
12,0,154.0,9,4,4,0,2,0,3,0
2,1,119.0,3,22,4,1,0,0,0,1
65,1,125.1,9,27,4,3,0,3,0,1
11,1,126.0,5,8,4,1,2,0,3,1
32,1,150.0,7,18,3,1,1,0,0,1
289,0,0.0,10,17,4,1,0,0,0,0
88,1,104.4,10,25,4,2,0,0,3,1
12,1,108.0,2,27,4,1,0,0,3,1
1,0,75.0,1,3,4,0,1,3,0,1
19,1,58.45,11,14,4,3,1,0,0,1
49,0,126.0,10,11,4,1,0,0,0,1
105,1,118.8,7,15,4,2,1,0,3,1
122,2,198.9,8,25,4,3,0,0,5,1
53,1,83.92,3,15,4,5,2,0,0,1
8,2,126.0,9,16,3,2,1,0,0,1
166,1,114.3,8,3,4,3,0,0,0,0
0,1,67.5,1,23,4,1,0,3,0,1
91,0,80.0,4,4,4,2,1,0,0,0
16,1,69.35,3,4,4,2,1,0,3,1
35,1,98.1,2,29,4,5,1,0,0,0
0,0,80.0,11,26,3,1,0,0,0,1
153,1,103.5,7,29,4,1,0,3,0,0
203,1,133.2,8,17,4,2,0,0,3,0
1,2,136.0,6,11,4,1,1,0,3,1
133,0,118.15,5,27,4,2,2,0,3,0
5,1,162.0,8,15,4,1,1,0,5,0
11,3,135.0,10,2,4,0,2,3,0,1
1,1,0.0,11,12,1,1,0,0,0,1
30,1,83.8,11,29,4,4,0,3,0,1
23,1,68.53,9,12,4,0,1,3,0,1
20,0,81.0,1,22,4,1,0,0,0,1
66,0,108.11,6,17,4,1,0,0,3,0
123,0,126.86,6,28,4,6,2,0,0,0
128,0,85.5,8,28,4,0,2,3,0,1
22,0,76.81,9,4,4,2,1,0,0,1
48,0,65.83,10,23,4,1,0,0,0,1
54,1,85.5,12,27,4,0,2,3,0,1
121,1,123.3,5,16,4,2,1,0,3,1
14,0,40.67,2,19,3,2,1,0,0,1
10,2,126.5,2,10,4,4,0,0,0,0
32,0,147.9,12,2,4,2,2,0,5,0
50,1,74.61,11,17,4,3,1,0,3,1
1,1,102.0,2,27,4,1,0,0,0,1
9,0,80.0,2,27,4,1,0,0,0,1
39,1,74.8,11,15,4,5,2,3,0,0
75,0,80.75,4,25,3,4,1,0,0,1
266,0,73.95,12,26,4,3,1,0,0,0
19,2,102.79,12,6,4,4,0,0,0,1
65,4,79.2,11,1,4,1,0,3,0,1
9,2,131.0,5,31,4,1,0,0,0,1
42,2,109.0,10,29,4,1,0,3,0,1
53,0,67.5,2,24,4,3,0,3,0,0
0,0,124.0,9,8,4,1,0,0,0,1
9,1,125.33,4,8,4,2,1,0,0,1
16,1,135.0,3,9,4,3,0,1,0,1
8,0,96.0,3,8,4,1,0,0,0,1
69,1,72.9,3,12,4,1,1,0,0,0
33,0,134.1,7,19,4,2,0,0,0,0
92,1,90.0,1,16,4,1,1,0,0,1
25,1,65.0,12,27,3,1,0,0,0,1
8,0,116.5,6,20,4,3,1,3,0,0
137,1,93.7,8,30,4,2,0,0,1,1
0,2,18.6,10,27,4,3,0,1,5,1
42,1,73.37,11,2,4,4,0,0,3,1
0,2,85.0,11,14,4,1,0,3,0,1
19,0,95.0,9,18,3,0,2,0,0,1
67,1,80.24,3,26,3,1,0,0,0,1
82,1,181.7,7,9,4,1,0,0,3,1
12,1,77.25,12,24,4,2,0,0,1,1
52,1,60.0,11,19,3,3,0,0,3,1
57,0,99.9,6,20,4,3,1,0,0,0
66,2,67.91,12,5,4,1,1,0,0,1
84,1,90.9,10,26,4,3,0,0,0,1
7,1,124.67,8,26,4,2,1,3,0,1
23,1,85.67,3,12,4,1,2,0,0,0
181,2,118.0,5,23,4,2,1,0,0,0
162,1,90.9,10,25,4,4,0,0,0,1
34,0,56.16,12,17,4,1,1,3,0,1
42,2,94.5,10,19,4,1,1,0,0,1
222,1,96.3,8,31,4,3,0,0,0,0
25,0,72.76,10,11,3,2,2,0,0,1
15,0,109.0,12,15,2,1,0,0,4,1
6,1,101.13,4,8,4,2,1,0,3,1
13,1,90.6,11,22,3,0,2,0,0,1
4,1,80.3,1,12,4,3,0,0,0,1
19,2,52.5,11,4,3,4,0,0,3,1
86,0,100.0,9,9,2,3,0,0,0,1
22,1,139.0,10,25,4,3,0,0,0,1
13,3,128.5,8,19,4,2,0,3,0,1
15,1,137.0,4,20,4,2,0,0,3,1
162,0,85.5,6,30,4,1,0,3,0,0
67,0,57.0,1,29,3,2,0,0,0,1
90,0,76.5,8,16,4,4,2,0,0,0
57,0,76.2,12,26,4,6,2,0,0,1
43,1,166.5,10,21,4,4,2,0,5,1
74,2,127.8,12,10,4,1,0,1,0,1
5,1,65.0,8,2,2,1,0,0,0,1
87,2,76.5,8,9,4,1,2,0,0,1
21,2,126.0,10,20,4,3,0,0,0,1
7,0,72.25,6,20,3,3,1,3,0,1
53,1,88.0,11,4,4,2,0,3,0,1
0,1,106.67,8,22,4,1,2,0,0,1
190,0,112.5,10,28,4,2,1,0,0,0
134,1,176.45,8,1,4,4,1,0,5,1
1,1,91.0,2,27,4,1,0,3,0,1
9,0,56.0,3,2,3,2,0,0,0,1
16,0,109.33,3,3,4,3,0,0,3,0
88,1,149.4,9,15,4,3,2,0,3,1
40,1,73.8,12,5,3,1,2,0,3,1
8,2,105.0,9,9,4,1,0,0,0,1
84,1,87.3,3,29,4,3,0,0,0,1
6,0,68.0,11,27,3,4,2,0,0,1
193,1,120.7,12,28,4,4,0,0,3,0
52,1,75.0,11,14,3,3,1,0,0,1
25,0,85.0,10,8,3,1,2,0,0,1
19,0,69.0,12,5,4,3,2,0,0,1
49,0,134.1,6,29,4,4,2,0,0,1
108,2,108.0,10,17,4,3,1,3,0,1
26,3,170.0,11,11,4,1,0,0,3,1
2,0,86.0,2,7,4,0,1,0,0,1
72,1,72.25,11,13,4,2,0,0,0,0
44,0,75.43,2,23,4,5,0,0,1,0
117,0,143.1,9,20,4,3,0,0,3,0
0,1,66.0,3,7,2,1,1,0,0,1
1,0,89.0,3,29,4,1,0,3,0,0
5,0,119.0,6,2,4,1,0,3,0,1
24,1,123.5,12,4,4,2,2,0,0,1
1,2,139.0,8,3,4,3,0,3,0,1
104,0,68.42,4,19,4,3,0,0,0,1
29,0,75.05,2,19,4,2,0,3,0,0
12,0,131.0,6,27,4,3,1,0,3,1
0,0,79.0,12,6,2,1,0,0,0,1
9,1,179.0,5,9,4,3,1,1,3,1
88,0,72.25,4,2,4,2,2,3,0,1
50,0,89.1,6,21,4,3,0,3,0,0
32,1,109.0,10,27,4,3,0,3,0,1
18,1,97.33,1,10,4,1,2,0,0,1
147,1,118.15,5,27,4,2,2,0,3,1
31,0,78.3,1,16,4,1,0,0,0,0
38,1,108.0,11,4,4,1,0,0,0,1
0,1,0.0,4,20,1,1,0,2,6,1
26,0,118.5,10,26,4,1,0,0,0,0
61,1,80.75,10,24,4,1,0,0,0,1
14,2,169.0,7,16,4,1,0,0,0,1
87,1,187.85,5,16,4,10,4,0,5,0
45,2,85.5,10,22,4,3,0,0,0,1
8,1,90.0,8,18,4,5,1,0,0,1
142,0,85.0,11,21,4,3,1,0,0,0
119,0,121.5,7,27,4,3,0,0,0,0
92,1,149.4,5,19,4,1,0,0,3,1
47,0,131.4,6,4,4,1,1,0,3,0
9,2,153.0,8,17,4,2,1,0,0,1
152,3,134.3,7,10,4,2,2,0,3,1
60,0,74.8,12,23,4,2,2,3,0,0
12,0,79.0,2,23,4,1,0,3,0,0
0,1,150.0,5,11,4,3,0,0,0,1
1,1,230.0,11,10,4,1,0,0,5,1
21,1,106.0,3,20,4,0,1,3,0,1
83,0,48.33,3,12,3,4,2,0,0,1
127,2,94.78,8,27,3,1,2,0,3,0
180,0,105.3,7,1,4,2,0,0,3,0
79,0,120.6,6,16,4,4,2,3,0,1
0,0,89.0,11,5,2,1,0,0,0,1
0,1,96.0,12,1,4,2,0,0,0,1
30,0,126.9,6,22,4,1,0,0,0,0
17,1,152.1,12,29,4,3,1,0,0,1
18,2,87.0,1,20,4,4,0,0,0,1
45,2,104.72,12,26,4,4,1,0,0,1
33,0,99.0,4,14,4,3,1,3,0,1
50,1,72.75,4,11,4,3,1,0,0,1
209,0,55.96,7,29,4,4,1,0,0,0
155,2,173.25,7,7,4,3,1,1,0,0
156,1,94.5,8,23,4,2,0,3,0,1
2,0,107.0,3,18,2,1,0,0,0,1
19,0,0.0,12,16,4,0,0,3,0,1
62,0,117.9,6,9,4,3,0,0,0,1
13,1,134.0,9,12,4,0,1,0,3,1
15,1,109.34,4,20,4,1,0,0,3,1
98,0,50.33,2,25,3,4,2,0,0,1
30,0,89.1,9,25,4,0,2,3,0,0
155,0,186.3,8,16,4,2,0,0,5,0
30,0,143.55,9,24,4,1,1,0,3,1
4,1,95.2,12,25,4,2,2,0,3,1
49,1,73.95,2,23,4,4,0,0,0,1
193,1,149.81,9,28,4,3,1,0,0,0
56,0,97.2,10,5,4,1,0,3,0,0
9,2,176.42,8,25,4,3,2,1,3,1
57,0,228.6,4,24,4,1,2,1,5,0
154,1,124.8,7,10,4,1,2,0,3,0
25,1,104.0,10,10,3,1,1,0,0,1
13,2,111.0,5,8,4,1,2,0,0,1
15,0,87.0,2,20,3,2,2,0,0,1
101,0,142.3,7,21,4,3,0,0,3,0
126,0,89.24,9,6,3,2,0,0,0,1
19,2,140.05,4,9,4,7,4,0,0,1
19,2,104.0,11,25,4,1,0,0,0,1
255,0,87.0,6,14,3,1,0,1,0,1
3,0,107.0,2,29,2,2,1,0,4,1
61,1,159.3,6,1,4,4,0,0,3,0
34,2,77.6,2,22,3,2,1,0,0,1
96,0,82.45,8,11,3,2,0,0,3,1
0,0,86.0,1,1,4,1,0,3,0,1
5,1,68.53,3,21,4,1,1,3,0,1
4,1,102.0,12,5,4,2,2,0,0,1
0,0,85.0,12,24,4,1,0,3,0,1
15,0,125.67,4,29,4,2,1,3,0,0
79,0,159.3,5,14,4,1,2,0,3,0
102,0,85.0,9,27,3,1,0,3,0,0
214,1,158.95,8,7,4,2,2,0,5,0
34,1,138.6,12,14,4,3,0,0,3,1
1,1,0.0,9,1,1,1,0,0,0,1
188,1,102.5,9,6,4,0,2,0,0,0
44,1,117.9,6,28,4,5,1,0,0,1
59,0,127.8,4,15,4,2,0,0,3,0
105,0,150.3,8,24,4,4,0,0,3,0
1,0,197.0,7,7,4,1,0,0,3,1
2,1,0.0,5,29,4,0,0,3,0,1
57,0,80.3,3,4,4,2,0,0,0,1
21,0,91.0,2,13,4,1,1,0,0,0
60,1,126.9,5,21,4,1,1,0,0,1
66,0,96.3,3,9,4,3,0,0,3,1
11,0,122.33,4,29,4,2,1,3,0,0
25,0,69.0,12,4,4,2,1,0,0,1
166,1,122.4,10,3,4,3,1,0,3,0
11,1,66.99,12,13,4,0,2,0,0,1
43,1,135.9,8,7,4,0,2,0,0,1
12,3,89.25,11,13,4,5,2,0,0,1
81,2,119.85,5,1,4,2,2,0,0,1
6,2,80.0,8,23,4,3,2,0,0,1
6,0,81.0,2,1,4,0,1,3,0,1
56,1,132.6,5,14,4,2,2,0,3,1
43,1,186.4,3,24,4,3,1,0,5,1
76,1,69.3,4,21,4,1,0,3,0,1
17,1,121.0,5,31,4,2,0,0,0,1
18,0,102.88,12,4,4,2,2,0,1,1
113,2,92.94,7,5,4,5,1,0,3,1
120,0,114.3,8,10,4,4,0,0,0,0
71,2,77.0,11,12,4,4,2,3,0,1
0,0,80.75,6,12,3,0,1,0,0,1
64,0,94.5,7,24,4,2,2,3,0,0
24,2,104.55,5,29,4,2,2,0,0,1
196,1,96.05,9,4,4,3,2,3,0,1
11,0,157.67,12,29,3,3,0,0,4,1
9,0,95.0,11,14,4,2,1,3,0,0
81,0,116.1,5,7,4,1,0,3,0,1
119,1,114.3,8,12,4,2,2,0,0,1
1,0,0.0,8,20,1,2,0,0,0,1
26,0,133.0,10,2,4,1,2,3,0,1
84,1,135.31,5,22,4,3,2,0,0,0
45,1,60.98,12,4,4,1,2,3,0,1
30,1,104.64,9,15,4,2,0,0,0,1
188,2,72.76,7,22,3,2,2,0,0,1
170,1,105.3,6,27,4,1,1,0,3,0
178,2,99.45,8,10,4,4,0,0,0,1
78,0,110.0,5,19,3,3,1,0,0,1
68,0,135.15,5,7,4,4,2,0,0,0
120,1,220.0,8,5,4,10,4,0,6,0
0,1,97.0,8,19,4,2,0,3,0,1
51,1,68.47,12,8,4,3,0,0,0,1
31,2,149.0,10,25,4,3,0,0,0,1
9,0,85.0,2,21,4,1,2,0,0,0
53,0,123.3,4,2,4,1,0,0,3,0
292,0,109.0,7,21,3,2,0,1,0,0
1,0,109.0,2,9,4,1,0,0,0,1
57,0,94.5,4,24,4,0,1,3,0,0
11,0,115.0,4,15,4,2,0,3,0,1
43,0,126.6,4,27,4,3,0,0,3,1
26,0,85.0,11,1,4,3,2,0,1,1
1,0,107.0,10,25,3,3,0,0,3,1
17,0,187.0,7,9,4,1,1,0,3,0
11,2,81.0,8,28,4,2,0,3,0,1
63,1,130.0,5,16,2,2,1,0,0,0
19,2,74.8,11,24,4,3,1,3,0,1
66,1,213.1,10,23,4,2,2,0,6,1
0,0,67.0,4,1,2,1,0,0,0,1
8,1,104.5,11,6,4,2,2,0,0,1
18,1,120.0,10,29,4,1,2,3,0,0
11,0,100.0,10,11,2,3,2,0,0,1
1,1,89.0,8,9,4,2,2,3,0,1
7,2,125.8,12,29,4,3,1,0,3,1
263,0,72.08,8,13,3,1,2,0,0,0
7,0,65.0,10,22,2,1,0,0,0,1
110,1,105.3,7,25,4,2,1,0,0,1
7,1,65.0,9,12,3,2,1,0,4,1
68,3,135.0,10,8,4,1,2,0,0,1
11,1,62.37,12,13,4,1,2,0,0,1
40,1,60.0,11,1,3,3,2,0,3,1
98,2,130.5,7,2,4,5,2,0,0,1
244,2,90.95,10,22,4,2,2,0,0,1
4,0,190.0,12,3,4,1,0,0,5,1
122,0,105.9,8,21,3,5,3,0,0,1
82,0,158.83,3,23,4,4,0,0,5,1
4,2,114.73,5,23,4,0,1,3,0,1
9,1,78.03,9,7,4,2,1,0,0,1
2,0,169.33,8,15,4,2,1,3,0,1
182,1,120.0,10,12,3,1,0,0,0,0
10,2,83.55,2,13,4,1,1,0,0,1
29,0,130.0,12,17,4,1,0,1,0,1
57,2,108.8,3,21,4,3,1,0,0,1
0,0,0.0,12,2,1,2,0,0,0,1
83,2,93.6,11,25,4,2,0,0,0,1
88,1,150.3,8,19,4,1,0,0,3,1
1,0,65.0,8,18,2,2,0,0,0,1
106,1,90.95,4,17,4,2,2,0,3,1
66,1,137.7,4,22,4,2,0,0,3,0
152,1,146.7,8,13,4,1,2,0,3,0
210,1,87.18,7,16,4,5,2,3,0,1
5,2,174.0,8,13,4,1,1,0,0,1
166,1,99.78,9,30,4,2,0,0,0,1
6,0,72.25,6,15,3,4,1,3,0,1
218,1,122.4,10,5,4,3,0,0,3,0
158,0,89.25,7,24,4,2,2,3,0,0
0,0,65.0,3,21,2,1,1,0,0,1
110,1,148.2,8,1,4,5,1,0,3,1
185,2,116.1,9,29,4,3,2,0,0,0
70,0,99.3,4,17,4,1,2,0,0,1
3,1,104.0,12,5,4,1,2,0,0,1
135,2,92.28,7,15,4,2,2,3,0,1
33,0,108.9,5,25,4,1,0,0,0,1
1,1,138.0,8,20,4,1,0,3,0,1
212,0,78.0,5,20,4,3,2,0,0,0
31,1,178.42,9,10,4,5,2,0,6,1
3,0,0.0,10,14,4,0,0,3,0,1
16,0,95.0,6,16,2,1,0,0,0,1
0,0,131.0,7,24,4,0,1,0,0,1
1,2,96.0,9,3,4,1,0,3,3,1
6,0,81.0,8,23,4,0,1,3,0,1
54,0,161.1,7,4,4,3,1,1,0,1
17,2,153.0,8,29,4,1,0,0,5,1
175,1,152.15,9,11,4,2,2,1,0,0
17,0,109.0,12,24,3,3,1,0,5,1
1,2,159.0,5,2,4,0,1,0,0,1
2,0,67.0,7,3,2,0,2,0,0,1
107,1,61.09,12,26,4,3,1,3,0,1
241,1,95.0,7,3,4,1,2,3,0,1
66,0,105.3,4,23,4,1,1,0,0,0
6,2,106.0,8,19,4,4,0,0,0,1
220,1,99.0,8,15,4,1,1,3,0,1
9,0,0.0,4,6,4,1,0,1,0,1
51,1,108.0,10,5,4,2,0,3,0,0
17,1,176.33,10,10,4,2,1,0,5,1
10,2,91.38,11,22,4,5,1,0,0,1
283,0,106.0,12,5,2,2,1,0,4,1
6,2,105.0,9,13,4,0,1,0,0,1
66,1,108.0,10,16,4,2,2,3,0,0
114,0,115.25,5,12,4,4,2,0,0,0
3,1,104.0,4,8,4,2,0,3,0,1
198,1,90.95,7,1,4,5,2,0,0,1
58,2,178.56,12,29,4,3,2,0,3,1
69,0,76.08,7,7,3,2,0,0,0,1
77,0,109.8,3,25,4,2,0,0,0,1
16,0,75.0,3,11,2,1,0,0,0,1
42,2,88.0,11,2,4,2,0,3,0,1
34,1,124.25,9,18,4,0,2,0,1,1
129,0,47.2,12,29,3,5,0,0,0,1
10,0,66.0,2,4,2,1,0,0,0,1
133,0,105.3,5,17,4,3,0,0,0,1
127,0,97.75,11,19,4,2,2,0,3,0
106,2,117.3,11,21,4,3,1,1,0,0
103,0,116.1,6,15,4,1,0,3,0,0
19,1,57.59,11,26,4,2,2,3,0,1
28,0,101.8,4,17,4,2,2,0,0,0
40,0,175.0,10,21,4,2,0,0,3,0
44,0,98.8,12,2,4,2,0,0,0,0
48,0,104.49,5,21,4,1,2,3,0,0
181,1,120.0,10,11,3,2,0,0,0,0
10,1,166.0,7,3,4,1,2,0,3,1
40,1,100.1,11,11,4,2,0,0,0,1
160,0,94.5,7,14,4,3,0,3,0,0
8,0,112.5,4,7,4,3,1,0,0,1
16,1,111.75,10,1,4,3,1,0,0,1
11,1,141.0,6,17,4,2,0,0,0,0
37,0,85.5,9,16,4,2,0,0,0,1
25,0,62.64,12,26,4,1,2,0,0,1
31,2,135.9,9,8,4,2,0,0,0,1
0,1,129.0,6,21,4,1,0,3,0,1
10,0,67.0,8,29,3,1,0,0,0,1
34,1,143.55,9,24,4,1,1,0,3,0
30,1,114.0,11,18,4,2,1,0,3,1
22,1,194.0,5,21,4,2,2,1,3,1
84,0,99.45,3,24,4,3,1,0,3,1
45,0,98.1,12,8,3,2,0,0,0,1
188,1,134.4,9,28,4,4,2,0,3,0
40,0,85.0,10,24,3,2,1,0,0,1
223,1,85.5,8,15,4,0,1,3,0,0
53,4,122.0,10,31,4,3,1,0,3,1
39,2,177.0,4,29,4,2,0,0,3,1
108,0,153.9,5,27,3,2,2,0,4,1
148,0,99.45,5,6,4,3,2,0,0,1
103,0,70.03,4,17,4,2,2,0,3,1
20,1,105.0,10,18,3,1,2,0,3,1
31,1,66.29,12,4,4,10,5,3,0,0
11,0,87.0,2,14,3,1,2,0,0,1
